City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Bonavista,48.6499,-53.1147,35.78,97,100,9.04,CA,1651351809
Bosaso,11.2842,49.1816,85.1,66,32,1.05,SO,1651351809
Igrim,63.1906,64.4162,31.59,83,73,10.36,RU,1651351809
Avanigadda,16.0215,80.9181,82.92,82,14,7.81,IN,1651351809
Kenai,60.5544,-151.2583,45.03,56,0,12.66,US,1651351809
Washington,47.5001,-120.5015,48.97,70,100,2.8,US,1651351809
Mutare,-18.9707,32.6709,56.19,67,0,2.06,ZW,1651351809
Klyuchi,52.2667,79.1667,58.71,36,79,7.27,RU,1651351809
Tsimmerbude,54.675,20.1347,48.25,72,100,7.92,RU,1651351809
Maragogi,-9.0122,-35.2225,77.11,81,100,8.01,BR,1651351809
Hervey Bay,-25.2986,152.8535,67.01,96,91,8.99,AU,1651351809
Antofagasta,-23.65,-70.4,61.88,80,32,8.68,CL,1651351809
Nara,34.6851,135.8049,58.5,87,100,1.48,JP,1651351809
Gouré,13.9835,10.2704,87.78,18,75,4.72,NE,1651351809
Guanare,9.0418,-69.7421,86.02,70,100,8.05,VE,1651351809
Samarai,-10.6167,150.6667,79.93,79,52,5.99,PG,1651351809
Amahai,-3.3333,128.9167,78.44,85,11,3.8,ID,1651351809
Dukat,62.55,155.55,19.08,92,95,1.12,RU,1651351809
Okhotsk,59.3833,143.3,32.77,87,42,7.78,RU,1651351809
Richards Bay,-28.783,32.0377,64.96,80,6,9.1,ZA,1651351809
Tabas,33.5959,56.9244,71.82,56,93,4.61,IR,1651351809
Faanui,-16.4833,-151.75,81.21,72,8,14.97,PF,1651351809
Sakakah,29.9697,40.2064,89.17,17,0,16.28,SA,1651351809
Dingle,10.9995,122.6711,76.42,87,100,5.91,PH,1651351809
Kindersley,51.4668,-109.1682,59.02,23,75,0.0,CA,1651351809
Severo-Kuril'sk,50.6789,156.125,35.17,79,100,9.53,RU,1651351809
Pisco,-13.7,-76.2167,71.65,64,0,17.27,PE,1651351809
Atambua,-9.1061,124.8925,72.57,90,99,4.27,ID,1651351809
Caraz,-9.0486,-77.81,66.49,73,99,3.31,PE,1651351809
Panguipulli,-39.6333,-72.3333,51.3,81,57,1.86,CL,1651351809
Seoul,37.5683,126.9778,45.84,87,0,3.44,KR,1651351809
Kendari,-3.945,122.4989,74.8,95,26,1.97,ID,1651351809
Marsaxlokk,35.8419,14.5431,63.09,67,0,6.91,MT,1651351809
Coyhaique,-45.5752,-72.0662,51.75,71,75,6.91,CL,1651351809
Tautira,-17.7333,-149.15,79.9,74,47,12.95,PF,1651351809
Impfondo,1.6381,18.0667,74.91,70,17,1.9,CG,1651351809
Olafsvik,64.8945,-23.7142,44.62,86,98,14.92,IS,1651351809
Giyani,-23.3025,30.7187,67.26,81,32,12.84,ZA,1651351809
Dankov,53.2515,39.1555,37.22,68,5,5.82,RU,1651351809
Ondjiva,-17.0667,15.7333,70.32,41,0,5.53,AO,1651351809
Katsuura,35.1333,140.3,57.94,74,100,10.33,JP,1651351809
Hamilton,39.1834,-84.5333,73.89,71,0,12.66,US,1651351809
Kinablangan,7.6947,126.5503,77.04,90,96,4.68,PH,1651351809
Dryden,49.7833,-92.7503,52.09,28,100,17.27,CA,1651351809
Swellendam,-34.0226,20.4417,56.3,87,5,2.95,ZA,1651351809
Vestmannaeyjar,63.4427,-20.2734,46.36,85,21,17.05,IS,1651351809
Cap Malheureux,-19.9842,57.6142,74.46,82,5,14.14,MU,1651351809
Balkhash,46.844,74.9804,59.31,48,2,1.95,KZ,1651351809
Kieta,-6.2167,155.6333,80.38,79,100,2.21,PG,1651351809
Madaoua,14.073,5.96,92.84,15,87,4.45,NE,1651351809
Santiago del Estero,-27.7951,-64.2615,63.57,53,43,7.63,AR,1651351809
Tooele,40.5308,-112.2983,66.33,34,0,11.5,US,1651351809
Newcastle,-32.9272,151.7765,59.65,85,100,6.91,AU,1651351809
Khonsa,27.0167,95.5667,62.38,83,100,2.59,IN,1651351809
Helmsdale,58.1168,-3.6517,49.95,95,100,2.77,GB,1651351809
Henties Bay,-22.116,14.2845,58.77,83,0,8.43,NA,1651351809
Labuhan,-6.8844,112.2051,78.87,90,100,8.84,ID,1651351809
Tevaitoa,-16.7833,-151.5,81.41,72,10,15.7,PF,1651351809
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,68.88,68,99,6.17,AR,1651351809
Halifax,44.6453,-63.5724,44.6,68,100,12.66,CA,1651351809
Garoowe,8.4054,48.4845,79.97,70,62,12.73,SO,1651351809
Grindavik,63.8424,-22.4338,45.07,76,75,17.27,IS,1651351809
Fairbanks,64.8378,-147.7164,54.09,35,0,9.22,US,1651351809
Coyutla,20.25,-97.65,98.2,37,38,8.61,MX,1651351809
Pirovskoye,57.6267,92.2658,44.29,93,100,6.49,RU,1651351809
Shimoda,34.6667,138.95,52.11,69,100,7.34,JP,1651351809
Tuy Hoa,13.0833,109.3,75.81,92,100,3.02,VN,1651351809
Bilibino,68.0546,166.4372,10.49,88,57,2.37,RU,1651351809
Kavaratti,10.5669,72.642,84.6,73,36,11.36,IN,1651351809
Egvekinot,66.3167,-179.1667,15.64,79,100,11.1,RU,1651351809
Fuxin,42.0156,121.6589,47.41,19,100,2.64,CN,1651351809
Frei Paulo,-10.5494,-37.5344,73.13,75,100,7.65,BR,1651351809
Bom Jesus,-9.0744,-44.3586,86.18,35,100,2.91,BR,1651351809
Khingansk,49.1167,131.1833,32.74,77,100,3.44,RU,1651351809
Onega,63.9061,38.1404,26.11,94,86,3.27,RU,1651351809
Al Bardīyah,31.7561,25.0865,64.45,76,49,9.64,LY,1651351809
San Fernando del Valle de Catamarca,-28.4696,-65.7852,71.78,46,1,8.01,AR,1651351809
Kalmar,56.6616,16.3616,41.97,100,58,0.0,SE,1651351809
Liverpool,53.4106,-2.9779,51.39,85,100,2.3,GB,1651351809
Kakonko,-3.2828,30.9642,63.05,95,99,3.42,TZ,1651351809
Santiago,-33.4569,-70.6483,74.28,32,0,9.22,CL,1651351809
Bariloche,-41.1456,-71.3082,49.75,62,75,6.91,AR,1651351809
Mahajanga,-15.7167,46.3167,78.17,79,0,8.7,MG,1651351809
Yarmouth,41.7057,-70.2286,56.25,50,0,11.5,US,1651351809
San Cristobal,7.7669,-72.225,84.38,85,99,5.84,VE,1651351809
Launceston,-41.45,147.1667,56.84,90,40,12.66,AU,1651351809
Vila Franca do Campo,37.7167,-25.4333,63.01,84,21,3.4,PT,1651351809
Dubrovnik,42.6481,18.0922,58.64,72,0,3.44,HR,1651351809
Bontang,0.1333,117.5,79.11,85,100,8.66,ID,1651351809
San Luis,-33.295,-66.3356,64.72,37,0,2.66,AR,1651351809
Alice Springs,-23.7,133.8833,58.55,67,40,6.91,AU,1651351809
Rio Grande,-32.035,-52.0986,64.51,70,10,6.73,BR,1651351809
Joshīmath,30.5667,79.5667,59.07,65,86,6.35,IN,1651351809
San Miguel de Tucumán,-26.8241,-65.2226,60.8,77,100,9.22,AR,1651351809
Bétérou,9.1992,2.2586,80.06,63,81,5.53,BJ,1651351809
Pokhara,28.2333,83.9833,72.12,49,99,2.39,NP,1651351809
Miranda de Ebro,42.6865,-2.947,53.58,82,98,2.95,ES,1651351809
Sandane,61.7728,6.215,44.64,70,20,3.44,NO,1651351809
São Filipe,14.8961,-24.4956,72.07,77,85,9.08,CV,1651351809
Fort Smith,35.3859,-94.3986,75.52,51,0,16.11,US,1651351809
Beringovskiy,63.05,179.3167,24.75,91,100,19.17,RU,1651351809
Thessalon,46.2501,-83.5666,53.89,56,100,13.78,CA,1651351809
Barreirinha,-2.7933,-57.07,79.16,92,80,2.73,BR,1651351809
Port Augusta,-32.5,137.7667,55.96,66,0,3.98,AU,1651351809
Lüderitz,-26.6481,15.1594,59.59,58,0,13.96,NA,1651351809
Yangi Marg`ilon,40.4272,71.7189,68.72,60,33,2.3,UZ,1651351809
Matamoros,25.5333,-103.25,92.97,8,2,3.49,MX,1651351809
Rokytne,51.2796,27.214,44.2,71,52,4.83,UA,1651351809
Ampanihy,-24.7,44.75,67.32,85,1,5.46,MG,1651351809
Camaná,-16.6228,-72.7111,68.68,76,11,8.3,PE,1651351809
Fare,-16.7,-151.0167,81.27,72,2,15.43,PF,1651351809
Raudeberg,61.9875,5.1352,43.47,88,66,4.03,NO,1651351809
Shelabolikha,53.4131,82.6167,57.06,47,93,8.08,RU,1651351809
Aldan,58.6031,125.3894,24.44,71,8,6.51,RU,1651351809
Mehamn,71.0357,27.8492,28.35,69,75,9.22,NO,1651351809
Chapais,49.7834,-74.8492,47.98,61,5,7.74,CA,1651351809
Vung Tau,10.346,107.0843,80.94,81,100,8.48,VN,1651351809
Fukuechō,32.6881,128.8419,59.34,70,100,17.58,JP,1651351809
Qeshm,26.9581,56.2719,82.27,67,0,23.64,IR,1651351809
Kirakira,-10.4544,161.9205,81.75,78,100,2.21,SB,1651351809
San Quintín,30.4833,-115.95,66.65,65,75,14.9,MX,1651351809
Manoel Urbano,-8.8389,-69.2597,87.42,55,67,0.31,BR,1651351809
Okha,53.5739,142.9478,31.39,98,100,3.69,RU,1651351809
Kaeo,-35.1,173.7833,63.1,82,72,6.42,NZ,1651351809
Butwāl,27.7006,83.4484,72.37,60,1,3.11,NP,1651351809
Ribeira Brava,32.65,-17.0667,68.0,70,0,2.26,PT,1651351809
Sorgun,39.8101,35.186,49.51,89,96,11.72,TR,1651351809
Fuerte Olimpo,-21.0415,-57.8738,88.7,39,6,2.82,PY,1651351809
Porto-Novo,6.4965,2.6036,82.22,79,64,6.2,BJ,1651351809
Hasaki,35.7333,140.8333,46.8,61,100,10.2,JP,1651351809
Hirara,24.8,125.2833,75.49,87,100,15.66,JP,1651351809
Eyrarbakki,63.863,-21.1481,44.65,79,35,11.99,IS,1651351809
Moose Factory,51.2585,-80.6094,44.6,52,0,16.11,CA,1651351809
Balkanabat,39.5108,54.3671,66.92,73,100,4.88,TM,1651351809
Longview,32.5007,-94.7405,86.25,61,40,12.66,US,1651351809
College,64.8569,-147.8028,54.09,35,75,9.22,US,1651351809
Pahrump,36.2083,-115.9839,86.45,7,17,8.01,US,1651351809
Mergen,49.1833,125.2167,38.66,56,98,13.44,CN,1651351809
Dawlatabad,36.4141,64.9053,80.38,30,96,4.99,AF,1651351809
Ketchikan,55.3422,-131.6461,54.07,50,0,9.22,US,1651351809
Lakhdenpokh'ya,61.5198,30.1992,37.22,96,96,7.81,RU,1651351809
Laredo,27.5064,-99.5075,89.89,55,100,10.36,US,1651351809
Faya,18.3851,42.4509,68.11,37,43,12.19,SA,1651351809
Nanortalik,60.1432,-45.2371,37.71,85,98,0.36,GL,1651351809
Azua,18.4532,-70.7349,81.39,77,99,1.05,DO,1651351809
Toora-Khem,52.4675,96.11,41.22,78,21,3.18,RU,1651351809
Ishigaki,24.3448,124.1572,73.53,100,100,10.36,JP,1651351809
Shawinigan,46.5668,-72.7491,58.24,30,100,9.22,CA,1651351809
Semnan,35.5729,53.3971,62.44,77,100,2.3,IR,1651351809
Taoudenni,22.6783,-3.9836,83.57,16,0,13.02,ML,1651351809
Dābhol,17.6,73.1667,77.79,83,0,3.47,IN,1651351809
Wajir,1.7471,40.0573,79.81,74,65,11.74,KE,1651351809
Grand Gaube,-20.0064,57.6608,77.4,82,4,13.8,MU,1651351809
Omīdīyeh,30.7597,49.705,80.83,44,7,4.74,IR,1651351809
Tahoua,14.8888,5.2692,98.58,9,0,4.61,NE,1651351809
Libreville,0.3925,9.4537,80.47,83,54,6.2,GA,1651351809
Shelburne,44.0787,-80.2041,59.79,33,100,9.26,CA,1651351809
Kushmurun,52.4503,64.6311,49.62,55,100,15.52,KZ,1651351809
Porto Walter,-8.2686,-72.7439,79.99,82,79,3.15,BR,1651351809
Ust'-Kut,56.7938,105.7672,39.94,98,99,4.03,RU,1651351809
Tatarskaya Pishlya,54.0608,44.8998,37.09,74,76,8.97,RU,1651351809
Havelock,34.8791,-76.9013,75.2,64,0,3.44,US,1651351809
The Valley,18.217,-63.0578,80.82,89,40,8.05,AI,1651351809
Boueni,-12.9025,45.0761,78.78,78,15,10.0,YT,1651351809
Vertientes,21.2594,-78.1464,88.41,52,100,8.19,CU,1651351809
Mossamedes,-15.1961,12.1522,74.82,82,31,5.23,AO,1651351809
Concepción del Oro,24.6333,-101.4167,79.95,13,50,2.93,MX,1651351809
Humberto de Campos,-2.5983,-43.4611,76.93,91,74,4.12,BR,1651351809
Atchison,39.563,-95.1216,60.31,71,100,21.34,US,1651351809
Lira,2.235,32.9097,65.62,91,43,1.9,UG,1651351809
Alugan,12.2188,125.4808,79.36,80,99,8.28,PH,1651351809
Aguçadoura,41.4318,-8.7804,59.07,94,2,6.22,PT,1651351809
Omaruru,-21.4333,15.9333,62.71,51,0,5.59,NA,1651351809
Copiapó,-27.3667,-70.3333,58.69,39,0,6.2,CL,1651351809
Prince Rupert,54.3161,-130.3201,53.69,62,0,4.61,CA,1651351809
Gizo Government Station,-8.103,156.8419,82.94,72,76,0.87,SB,1651351809
Karlskoga,59.3267,14.5239,47.52,53,100,2.53,SE,1651351809
Ballesteros,18.4126,121.5152,77.63,86,25,9.84,PH,1651351809
Posadas,-27.3671,-55.8961,76.48,50,75,3.44,AR,1651351809
Tilichiki,60.4667,166.1,28.24,86,46,7.43,RU,1651351809
Roald,62.5833,6.1333,46.76,81,0,3.44,NO,1651351809
Abu Dhabi,24.4667,54.3667,82.51,67,0,2.3,AE,1651351809
Usinsk,65.9939,57.5281,19.26,89,93,10.42,RU,1651351809
Karratha,-20.7377,116.8463,76.05,52,88,13.11,AU,1651351809
Caravelas,-17.7125,-39.2481,74.88,78,1,4.85,BR,1651351809
Kinshasa,-4.3246,15.3215,74.84,87,78,2.39,CD,1651351809
Twin Falls,42.3505,-114.6445,60.69,31,100,18.41,US,1651351809
Berbera,10.4396,45.0143,84.47,80,86,6.13,SO,1651351809
Praia da Vitória,38.7333,-27.0667,66.45,72,40,2.66,PT,1651351809
Carutapera,-1.195,-46.02,76.44,93,29,5.14,BR,1651351809
Podkletnoye,51.5899,39.4623,43.32,75,39,7.14,RU,1651351809
Valley City,46.9233,-98.0032,41.52,100,40,16.11,US,1651351809
Sittwe,20.15,92.9,78.78,87,7,6.4,MM,1651351809
Belaya Gora,68.5333,146.4167,17.6,93,91,3.31,RU,1651351809
Ucluelet,48.9329,-125.5528,55.09,81,75,1.99,CA,1651351809
Bay Roberts,47.5999,-53.2648,45.52,94,100,1.99,CA,1651351809
Gillette,44.2911,-105.5022,49.1,63,75,17.27,US,1651351809
Yeppoon,-23.1333,150.7333,65.98,92,87,9.75,AU,1651351809
Araouane,18.9048,-3.5265,85.28,9,0,9.48,ML,1651351809
Barinas,8.6226,-70.2075,82.44,74,100,9.22,VE,1651351809
Luwuk,-0.9516,122.7875,77.27,89,97,2.95,ID,1651351809
São Mateus do Sul,-25.8742,-50.3828,65.34,86,100,2.04,BR,1651351809
Kasongo-Lunda,-6.4667,16.8167,71.19,96,98,1.68,CD,1651351809
Rach Gia,10.0167,105.0833,80.49,83,100,7.09,VN,1651351809
Orichi,58.4036,49.0572,32.14,91,88,8.59,RU,1651351809
Amarante do Maranhão,-5.5667,-46.7422,74.95,89,100,2.21,BR,1651351809
Deputatsky,69.3,139.9,10.8,86,24,2.28,RU,1651351809
Thinadhoo,0.5333,72.9333,85.82,68,69,15.46,MV,1651351809
La Asuncion,11.0333,-63.8628,96.53,49,60,21.85,VE,1651351809
Maceió,-9.6658,-35.7353,81.84,65,75,9.22,BR,1651351809
Province of Groningen,53.25,6.75,47.21,78,29,4.61,NL,1651351809
Maxixe,-23.8597,35.3472,66.94,87,3,5.84,MZ,1651351809
Surab,28.4914,66.2585,70.0,17,3,3.18,PK,1651351809
Auki,-8.7676,160.7034,80.1,83,100,0.51,SB,1651351809
Sterling,39.0062,-77.4286,70.9,28,75,7.0,US,1651351809
Inzer,54.2167,57.5556,44.91,69,96,3.47,RU,1651351809
Carthage,36.8611,10.3316,60.33,77,20,5.75,TN,1651351809
Matara,5.9485,80.5353,80.47,86,98,9.57,LK,1651351809
Ormond Beach,29.2858,-81.0559,82.11,63,40,12.66,US,1651351809
Road Town,18.4167,-64.6167,78.89,94,75,6.91,VG,1651351809
Anito,12.4497,125.2886,77.25,88,71,6.58,PH,1651351809
Shouguang,36.88,118.7375,47.77,24,46,8.39,CN,1651351809
Nicoya,10.1483,-85.452,85.37,64,99,4.9,CR,1651351809
Rāpar,23.5667,70.6333,84.06,63,0,16.87,IN,1651351809
Conde,-7.2597,-34.9075,80.06,78,75,11.5,BR,1651351809
Fort Nelson,58.8053,-122.7002,45.99,42,40,9.22,CA,1651351809
Sibolga,1.7427,98.7792,76.91,88,96,3.38,ID,1651351809
Nacogdoches,31.6002,-94.6335,85.82,70,100,5.48,US,1651351809
Tougue,11.4667,-11.6,73.47,74,97,6.49,GN,1651351809
Shanghai,31.2222,121.4581,55.92,68,0,6.71,CN,1651351809
Kiryat Gat,31.61,34.7642,66.4,100,0,10.76,IL,1651351809
São João da Barra,-21.6403,-41.0511,77.09,82,26,8.39,BR,1651351809
Chimbote,-9.0853,-78.5783,69.55,78,78,11.03,PE,1651351809
Lompoc,34.6391,-120.4579,79.84,61,0,25.99,US,1651351809
Gimli,50.6336,-96.9907,35.62,93,100,17.27,CA,1651351809
Singkang,2.1006,102.7994,76.17,94,88,0.85,MY,1651351809
Marsh Harbour,26.5412,-77.0636,72.32,82,100,20.51,BS,1651351809
Palmer,42.1584,-72.3287,63.95,22,40,12.66,US,1651351809
Mitsamiouli,-11.3847,43.2844,79.2,83,18,9.35,KM,1651351809
Rosignol,6.2833,-57.5333,81.66,68,99,6.55,GY,1651351809
Sémbé,1.6481,14.5806,74.46,77,33,1.28,CG,1651351809
Paredon,16.0333,-93.8667,87.8,59,16,10.13,MX,1651351809
Slave Lake,55.2834,-114.769,44.58,70,100,6.91,CA,1651351809
Barra,-11.0894,-43.1417,82.85,43,97,6.29,BR,1651351809
Kilindoni,-7.9139,39.6668,81.73,73,68,15.64,TZ,1651351809
Mount Isa,-20.7333,139.5,69.57,73,56,6.91,AU,1651351809
Abhā,18.2164,42.5053,67.82,32,0,5.75,SA,1651351809
Mouzourás,35.5333,24.15,59.0,82,40,0.0,GR,1651351809
Sabanalarga,10.6296,-74.9206,86.88,59,100,5.12,CO,1651351809
Mazara del Vallo,37.6641,12.588,62.92,72,100,7.11,IT,1651351809
Dudinka,69.4058,86.1778,18.63,92,100,17.45,RU,1651351809
Calvinia,-31.4707,19.776,56.55,40,41,4.41,ZA,1651351809
Roebourne,-20.7833,117.1333,75.99,54,89,11.18,AU,1651351809
Preeceville,51.95,-102.6677,50.92,63,100,10.87,CA,1651351809
Mahon,39.8885,4.2658,61.36,72,0,2.3,ES,1651351809
Peleduy,59.6289,112.7406,37.18,100,100,4.07,RU,1651351809
Sarany,58.5,58.8833,30.74,59,99,2.95,RU,1651351809
Sangar,63.9242,127.4739,27.21,85,84,13.24,RU,1651351809
Aksu,41.1231,80.2644,60.76,19,99,2.62,CN,1651351809
Wates,-8.1326,111.9541,74.68,91,100,3.83,ID,1651351809
Panzhihua,26.5851,101.7128,61.93,75,81,5.59,CN,1651351809
Ibotirama,-12.1853,-43.2206,85.23,33,53,7.0,BR,1651351809
Boyolangu,-8.1181,111.8935,75.02,91,100,3.29,ID,1651351809
Lorengau,-2.0226,147.2712,81.16,77,100,1.61,PG,1651351809
El Alto,-4.2714,-81.2147,80.26,68,26,14.7,PE,1651351809
Vredendal,-31.6683,18.5012,58.12,72,10,3.4,ZA,1651351809
Dzhebariki-Khaya,62.2167,135.8,26.91,88,57,2.1,RU,1651351809
Huaiyuan,32.973,117.1995,50.29,86,75,3.76,CN,1651351809
Payo,-3.7508,103.6372,72.37,98,84,1.74,ID,1651351809
Cabedelo,-6.9811,-34.8339,81.27,76,94,14.52,BR,1651351809
Mabaruma,8.2,-59.7833,81.99,68,93,8.05,GY,1651351809
